State,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
FL,"SurveyUSA/Bay News 9/News 13",1678,"Likely Voters","IVR/Online",6,25,2016,6,27,2016,42.0,46.0,4.0,5.0,6/25/2016,6/27/2016,6/26/2016
FL,"CBS/YouGov",1192,"Likely Voters","Internet",6,21,2016,6,24,2016,41.0,44.0,,,6/21/2016,6/24/2016,6/22/2016
FL,"Quinnipiac",975,"Registered Voters","Live Phone",6,8,2016,6,19,2016,39.0,47.0,2.0,6.0,6/8/2016,6/19/2016,6/13/2016
FL,"Quinnipiac",975,"Registered Voters","Live Phone",6,8,2016,6,19,2016,36.0,42.0,,,6/8/2016,6/19/2016,6/13/2016
FL,"PPP (D)",737,"Likely Voters","IVR/Online",6,2,2016,6,5,2016,41.0,40.0,,13.0,6/2/2016,6/5/2016,6/3/2016
FL,"PPP (D)",737,"Likely Voters","IVR/Online",6,2,2016,6,5,2016,45.0,44.0,,,6/2/2016,6/5/2016,6/3/2016
FL,"Mason-Dixon",625,"Registered Voters","Live Phone",5,31,2016,6,2,2016,42.0,45.0,,7.0,5/31/2016,6/2/2016,6/1/2016
FL,"Gravis Marketing",2542,"Registered Voters","Automated Phone",5,17,2016,5,18,2016,42.0,46.0,,12.0,5/17/2016,5/18/2016,5/17/2016
FL,"CBS/YouGov",995,"Likely Voters","Internet",5,16,2016,5,19,2016,42.0,43.0,,,5/16/2016,5/19/2016,5/17/2016
FL,"Quinnipiac",1051,"Registered Voters","Live Phone",4,27,2016,5,8,2016,42.0,43.0,2.0,6.0,4/27/2016,5/8/2016,5/2/2016
FL,"Associated Industries of Florida (R)",604,"Likely Voters","Live Phone",4,25,2016,4,27,2016,36.0,49.0,,15.0,4/25/2016,4/27/2016,4/26/2016
FL,"NBC/WSJ/Marist",2422,"Registered Voters","Live Phone",3,4,2016,3,10,2016,41.0,49.0,,9.0,3/4/2016,3/10/2016,3/7/2016
FL,"CNN",854,"Registered Voters","Live Phone",3,2,2016,3,6,2016,43.0,50.0,2.0,,3/2/2016,3/6/2016,3/4/2016
FL,"SurveyUSA/Bay News 9/News 13",1961,"Likely Voters","IVR/Online",3,4,2016,3,6,2016,45.0,44.0,,12.0,3/4/2016,3/6/2016,3/5/2016
FL,"PPP (D)",1012,"Likely Voters","IVR/Online",2,24,2016,2,25,2016,46.0,44.0,,10.0,2/24/2016,2/25/2016,2/24/2016
FL,"Florida Southern College Center",608,"Registered Voters","Live Phone",1,30,2016,2,6,2016,38.0,45.0,3.0,,1/30/2016,2/6/2016,2/2/2016
FL,"Florida Atlantic University",1008,"Registered Voters","Automated Phone",1,15,2016,1,18,2016,47.0,44.0,,9.0,1/15/2016,1/18/2016,1/16/2016
AK,"Moore (R-Murkowski)",500,"Likely Voters","Live Phone",8,27,2016,8,29,2016,39.0,29.0,,,8/27/2016,8/29/2016,8/28/2016
AK,"Washington Post/SurveyMonkey",989,"Registered Voters","Internet",8,9,2016,9,1,2016,47.0,39.0,,,8/9/2016,9/1/2016,8/20/2016
AK,"Washington Post/SurveyMonkey",989,"Registered Voters","Internet",8,9,2016,9,1,2016,38.0,31.0,,,8/9/2016,9/1/2016,8/20/2016
RI,"Washington Post/SurveyMonkey",625,"Registered Voters","Internet",8,9,2016,9,1,2016,40.0,50.0,,,8/9/2016,9/1/2016,8/20/2016
RI,"Washington Post/SurveyMonkey",625,"Registered Voters","Internet",8,9,2016,9,1,2016,33.0,41.0,,,8/9/2016,9/1/2016,8/20/2016
MO,"Washington Post/SurveyMonkey",1801,"Registered Voters","Internet",8,9,2016,9,1,2016,51.0,41.0,,,8/9/2016,9/1/2016,8/20/2016
MO,"Washington Post/SurveyMonkey",1801,"Registered Voters","Internet",8,9,2016,9,1,2016,43.0,34.0,,,8/9/2016,9/1/2016,8/20/2016
MO,"PPP (D-NELP) ",1055,"Likely Voters","IVR/Online",8,26,2016,8,27,2016,47.0,41.0,,,8/26/2016,8/27/2016,8/26/2016
MO,"Monmouth University",401,"Likely Voters","Live Phone",8,19,2016,8,22,2016,44.0,43.0,1.0,5.0,8/19/2016,8/22/2016,8/20/2016
MO,"PPP (D-Protect Missouri Families)",947,"Likely Voters","IVR/Online",8,8,2016,8,9,2016,45.0,42.0,,,8/8/2016,8/9/2016,8/8/2016
MO,"Mason-Dixon",625,"Likely Voters","Live Phone",7,23,2016,7,24,2016,40.0,41.0,,9.0,7/23/2016,7/24/2016,7/23/2016
MO,"SurveyUSA/KSDK",1943,"Likely Voters","Mixed",7,20,2016,7,24,2016,47.0,37.0,,7.0,7/20/2016,7/24/2016,7/22/2016
MO,"PPP (D)",959,"Likely Voters","IVR/Online",7,11,2016,7,12,2016,46.0,36.0,,10.0,7/11/2016,7/12/2016,7/11/2016
MO,"PPP (D)",959,"Likely Voters","IVR/Online",7,11,2016,7,12,2016,50.0,40.0,,,7/11/2016,7/12/2016,7/11/2016
MO,"DFM Research (D-United Transportation Union)",674,"Likely Voters","Live Phone",3,17,2016,3,24,2016,40.0,42.0,8.0,11.0,3/17/2016,3/24/2016,3/20/2016
MO,"Fort Hays State University",475,"Adults","Live Phone",3,3,2016,3,10,2016,43.0,38.0,,,3/3/2016,3/10/2016,3/6/2016
AL,"Washington Post/SurveyMonkey",958,"Registered Voters","Internet",8,9,2016,9,1,2016,57.0,36.0,,,8/9/2016,9/1/2016,8/20/2016
AL,"Washington Post/SurveyMonkey",958,"Registered Voters","Internet",8,9,2016,9,1,2016,53.0,31.0,,,8/9/2016,9/1/2016,8/20/2016
