Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Approve,Disapprove,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
Gallup,2010-05-06,2010-05-08,2010-05-10T06:25:12Z,1500,Adults,Live Phone,50.0,43.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7814,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
Rasmussen,2010-05-04,2010-05-06,2010-05-07T08:12:58Z,1500,Likely Voters,Automated Phone,45.0,54.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7795,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
FOX,2010-05-04,2010-05-05,2010-05-06T12:56:39Z,900,Registered Voters,Live Phone,48.0,43.0,9.0,http://elections.huffingtonpost.com/pollster/polls/fox-7794,http://www.foxnews.com/projects/pdf/050610_OffshoreDrilling.pdf,Nonpartisan,None,,1
FOX,2010-05-04,2010-05-05,2010-05-06T12:56:39Z,373,Registered Voters - Democrat,Live Phone,85.0,9.0,7.0,http://elections.huffingtonpost.com/pollster/polls/fox-7794,http://www.foxnews.com/projects/pdf/050610_OffshoreDrilling.pdf,Nonpartisan,None,,1
FOX,2010-05-04,2010-05-05,2010-05-06T12:56:39Z,328,Registered Voters - Republican,Live Phone,11.0,82.0,38.0,http://elections.huffingtonpost.com/pollster/polls/fox-7794,http://www.foxnews.com/projects/pdf/050610_OffshoreDrilling.pdf,Nonpartisan,None,,1
FOX,2010-05-04,2010-05-05,2010-05-06T12:56:39Z,160,Registered Voters - independent,Live Phone,38.0,45.0,17.0,http://elections.huffingtonpost.com/pollster/polls/fox-7794,http://www.foxnews.com/projects/pdf/050610_OffshoreDrilling.pdf,Nonpartisan,None,,1
Gallup,2010-05-03,2010-05-05,2010-05-06T11:51:32Z,1500,Adults,Live Phone,50.0,42.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7791,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
YouGov/Economist,2010-05-01,2010-05-04,2010-05-07T13:35:25Z,1000,Adults,Internet,47.0,48.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7805,http://media.economist.com/images/pdf/Toplines20100506.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-05-01,2010-05-04,2010-05-07T13:35:25Z,356,Adults - Democrat,Internet,85.0,13.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7805,http://media.economist.com/images/pdf/Toplines20100506.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-05-01,2010-05-04,2010-05-07T13:35:25Z,262,Adults - Republican,Internet,5.0,91.0,4.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7805,http://media.economist.com/images/pdf/Toplines20100506.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-05-01,2010-05-04,2010-05-07T13:35:25Z,279,Adults - independent,Internet,40.0,56.0,4.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7805,http://media.economist.com/images/pdf/Toplines20100506.pdf,Nonpartisan,None,,1
Rasmussen,2010-05-01,2010-05-03,2010-05-04T07:15:12Z,1500,Likely Voters,Automated Phone,48.0,51.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7766,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2010-04-30,2010-05-02,2010-05-03T13:00:19Z,1500,Adults,Live Phone,47.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7761,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
CBS/Times,2010-04-28,2010-05-02,2010-05-04T06:42:26Z,1079,Adults,Live Phone,51.0,39.0,10.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-7765,http://www.pollster.com/blogs/us_national_survey_cbsnyt_4285.php,Nonpartisan,None,,1
CBS/Times,2010-04-28,2010-05-02,2010-05-04T06:42:26Z,,Adults - Democrat,Live Phone,82.0,9.0,9.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-7765,http://www.pollster.com/blogs/us_national_survey_cbsnyt_4285.php,Nonpartisan,None,,1
CBS/Times,2010-04-28,2010-05-02,2010-05-04T06:42:26Z,,Adults - Republican,Live Phone,14.0,80.0,6.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-7765,http://www.pollster.com/blogs/us_national_survey_cbsnyt_4285.php,Nonpartisan,None,,1
CBS/Times,2010-04-28,2010-05-02,2010-05-04T06:42:26Z,,Adults - independent,Live Phone,48.0,39.0,13.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-7765,http://www.pollster.com/blogs/us_national_survey_cbsnyt_4285.php,Nonpartisan,None,,1
Rasmussen,2010-04-28,2010-04-30,2010-05-03T06:31:06Z,1500,Likely Voters,Automated Phone,46.0,53.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7756,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2010-04-27,2010-04-29,2010-04-30T10:59:06Z,1500,Adults,Live Phone,49.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7746,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
Resurgent Republic (R),2010-04-25,2010-04-27,2010-05-05T11:39:54Z,1000,Registered Voters,Live Phone,48.0,48.0,5.0,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-7783,http://www.resurgentrepublic.com/system/assets/187/original/RR_First_Anniversary_Toplines.pdf,Pollster,Rep,,1
Resurgent Republic (R),2010-04-25,2010-04-27,2010-05-05T11:39:54Z,,Registered Voters - Democrat,Live Phone,87.0,10.0,3.0,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-7783,http://www.resurgentrepublic.com/system/assets/187/original/RR_First_Anniversary_Toplines.pdf,Pollster,Rep,,1
Resurgent Republic (R),2010-04-25,2010-04-27,2010-05-05T11:39:54Z,,Registered Voters - Republican,Live Phone,10.0,87.0,3.0,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-7783,http://www.resurgentrepublic.com/system/assets/187/original/RR_First_Anniversary_Toplines.pdf,Pollster,Rep,,1
Resurgent Republic (R),2010-04-25,2010-04-27,2010-05-05T11:39:54Z,,Registered Voters - independent,Live Phone,41.0,52.0,7.0,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-7783,http://www.resurgentrepublic.com/system/assets/187/original/RR_First_Anniversary_Toplines.pdf,Pollster,Rep,,1
Rasmussen,2010-04-25,2010-04-27,2010-04-29T07:16:36Z,1500,Likely Voters,Automated Phone,47.0,52.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7720,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
YouGov/Economist,2010-04-24,2010-04-27,2010-04-30T07:25:27Z,750,Adults,Internet,45.0,48.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7743,http://media.economist.com/images/pdf/Toplines20100430.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-24,2010-04-27,2010-04-30T07:25:27Z,383,Adults - Democrat,Internet,79.0,15.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7743,http://media.economist.com/images/pdf/Toplines20100430.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-24,2010-04-27,2010-04-30T07:25:27Z,242,Adults - Republican,Internet,11.0,89.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7743,http://media.economist.com/images/pdf/Toplines20100430.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-24,2010-04-27,2010-04-30T07:25:27Z,290,Adults - independent,Internet,38.0,57.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7743,http://media.economist.com/images/pdf/Toplines20100430.pdf,Nonpartisan,None,,1
Gallup,2010-04-24,2010-04-26,2010-04-27T12:46:46Z,1500,Adults,Live Phone,51.0,42.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7706,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
Allstate/National Journal,2010-04-22,2010-04-26,2010-05-07T09:32:05Z,1200,Adults,Live Phone,48.0,46.0,7.0,http://elections.huffingtonpost.com/pollster/polls/allstate-national-journal-7800,http://www.nationaljournal.com/img/news/topline_adults_100506.pdf,Nonpartisan,None,,1
Pew,2010-04-21,2010-04-26,2010-04-28T10:28:38Z,1546,Adults,Live Phone,47.0,42.0,11.0,http://elections.huffingtonpost.com/pollster/polls/pew-7712,http://people-press.org/reports/pdf/608.pdf,Nonpartisan,None,,1
Pew,2010-04-21,2010-04-26,2010-04-28T10:28:38Z,499,Adults - Democrat,Live Phone,79.0,13.0,8.0,http://elections.huffingtonpost.com/pollster/polls/pew-7712,http://people-press.org/reports/pdf/608.pdf,Nonpartisan,None,,1
Pew,2010-04-21,2010-04-26,2010-04-28T10:28:38Z,413,Adults - Republican,Live Phone,18.0,75.0,7.0,http://elections.huffingtonpost.com/pollster/polls/pew-7712,http://people-press.org/reports/pdf/608.pdf,Nonpartisan,None,,1
Pew,2010-04-21,2010-04-26,2010-04-28T10:28:38Z,554,Adults - independent,Live Phone,41.0,46.0,14.0,http://elections.huffingtonpost.com/pollster/polls/pew-7712,http://people-press.org/reports/pdf/608.pdf,Nonpartisan,None,,1
ABC/Post,2010-04-22,2010-04-25,2010-04-28T05:11:48Z,1001,Adults,Live Phone,54.0,44.0,3.0,http://elections.huffingtonpost.com/pollster/polls/abc-post-7708,http://www.http://www.pollster.com/blogs/us_national_survey_abcpost_422.php.com/blogs/us_tea_party_palin_abcpost_248.php,Nonpartisan,None,,1
Rasmussen,2010-04-22,2010-04-24,2010-04-26T06:57:24Z,1500,Likely Voters,Automated Phone,45.0,54.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7694,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2010-04-21,2010-04-23,2010-04-26T06:58:07Z,1500,Adults,Live Phone,49.0,42.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7697,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
FOX,2010-04-20,2010-04-21,2010-04-22T16:06:26Z,900,Registered Voters,Live Phone,46.0,46.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-7678,http://www.pollster.com/blogs/us_national_survey_fox_42021.php,Nonpartisan,None,,1
FOX,2010-04-20,2010-04-21,2010-04-22T16:06:26Z,373,Registered Voters - Democrat,Live Phone,82.0,12.0,5.0,http://elections.huffingtonpost.com/pollster/polls/fox-7678,http://www.pollster.com/blogs/us_national_survey_fox_42021.php,Nonpartisan,None,,1
FOX,2010-04-20,2010-04-21,2010-04-22T16:06:26Z,328,Registered Voters - Republican,Live Phone,10.0,82.0,7.0,http://elections.huffingtonpost.com/pollster/polls/fox-7678,http://www.pollster.com/blogs/us_national_survey_fox_42021.php,Nonpartisan,None,,1
FOX,2010-04-20,2010-04-21,2010-04-22T16:06:26Z,160,Registered Voters - independent,Live Phone,39.0,47.0,14.0,http://elections.huffingtonpost.com/pollster/polls/fox-7678,http://www.pollster.com/blogs/us_national_survey_fox_42021.php,Nonpartisan,None,,1
Rasmussen,2010-04-19,2010-04-21,2010-04-22T06:41:01Z,1500,Likely Voters,Automated Phone,47.0,52.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7665,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2010-04-18,2010-04-20,2010-04-21T11:49:03Z,1500,Adults,Live Phone,49.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7660,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
Democracy Corps (D),2010-04-17,2010-04-20,2010-04-27T12:09:21Z,1016,Likely Voters,Live Phone,48.0,46.0,6.0,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-7705,http://www.democracycorps.com/wp-content/files/dcor042010fq4.web_.pdf,Sponsor,Dem,,1
YouGov/Economist,2010-04-17,2010-04-20,2010-04-23T08:03:02Z,1000,Adults,Internet,46.0,48.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7684,http://media.economist.com/images/pdf/Toplines20100422.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-17,2010-04-20,2010-04-23T08:03:02Z,366,Adults - Democrat,Internet,79.0,18.0,3.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7684,http://media.economist.com/images/pdf/Toplines20100422.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-17,2010-04-20,2010-04-23T08:03:02Z,260,Adults - Republican,Internet,9.0,89.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7684,http://media.economist.com/images/pdf/Toplines20100422.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-17,2010-04-20,2010-04-23T08:03:02Z,276,Adults - independent,Internet,38.0,57.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7684,http://media.economist.com/images/pdf/Toplines20100422.pdf,Nonpartisan,None,,1
ARG,2010-04-17,2010-04-20,2010-04-21T08:09:33Z,1100,Adults,Live Phone,47.0,49.0,4.0,http://elections.huffingtonpost.com/pollster/polls/arg-7651,http://www.americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2010-04-17,2010-04-20,2010-04-21T08:09:33Z,385,Adults - Democrat,Live Phone,88.0,8.0,,http://elections.huffingtonpost.com/pollster/polls/arg-7651,http://www.americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2010-04-17,2010-04-20,2010-04-21T08:09:33Z,253,Adults - Republican,Live Phone,11.0,87.0,,http://elections.huffingtonpost.com/pollster/polls/arg-7651,http://www.americanresearchgroup.com/economy/,Nonpartisan,None,,1
ARG,2010-04-17,2010-04-20,2010-04-21T08:09:33Z,363,Adults - independent,Live Phone,38.0,58.0,,http://elections.huffingtonpost.com/pollster/polls/arg-7651,http://www.americanresearchgroup.com/economy/,Nonpartisan,None,,1
Zogby (Internet),2010-04-16,2010-04-19,2010-04-20T09:40:50Z,2018,Likely Voters,Internet,49.0,51.0,1.0,http://elections.huffingtonpost.com/pollster/polls/zogby-internet-7644,http://www.zogby.com/news/ReadNews.cfm?ID=1848,Nonpartisan,None,,1
Quinnipiac,2010-04-14,2010-04-19,2010-04-21T07:37:02Z,1930,Registered Voters,Live Phone,44.0,46.0,10.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-7649,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1447,Nonpartisan,None,,1
Quinnipiac,2010-04-14,2010-04-19,2010-04-21T07:37:02Z,,Registered Voters - Democrat,Live Phone,82.0,10.0,8.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-7649,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1447,Nonpartisan,None,,1
Quinnipiac,2010-04-14,2010-04-19,2010-04-21T07:37:02Z,,Registered Voters - Republican,Live Phone,11.0,83.0,7.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-7649,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1447,Nonpartisan,None,,1
Quinnipiac,2010-04-14,2010-04-19,2010-04-21T07:37:02Z,,Registered Voters - independent,Live Phone,38.0,50.0,12.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-7649,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1447,Nonpartisan,None,,1
Harris (internet),2010-04-12,2010-04-19,2010-04-23T08:37:53Z,2755,Adults,Internet,41.0,59.0,,http://elections.huffingtonpost.com/pollster/polls/harris-internet-7685,http://news.harrisinteractive.com/profiles/investor/ResLibraryView.asp?BzID=1963&ResLibraryID=37577&Category=1777,Nonpartisan,None,,1
Harris (internet),2010-04-12,2010-04-19,2010-04-23T08:37:53Z,,Adults - Democrat,Internet,70.0,30.0,,http://elections.huffingtonpost.com/pollster/polls/harris-internet-7685,http://news.harrisinteractive.com/profiles/investor/ResLibraryView.asp?BzID=1963&ResLibraryID=37577&Category=1777,Nonpartisan,None,,1
Harris (internet),2010-04-12,2010-04-19,2010-04-23T08:37:53Z,,Adults - Republican,Internet,9.0,91.0,,http://elections.huffingtonpost.com/pollster/polls/harris-internet-7685,http://news.harrisinteractive.com/profiles/investor/ResLibraryView.asp?BzID=1963&ResLibraryID=37577&Category=1777,Nonpartisan,None,,1
Harris (internet),2010-04-12,2010-04-19,2010-04-23T08:37:53Z,,Adults - independent,Internet,36.0,64.0,,http://elections.huffingtonpost.com/pollster/polls/harris-internet-7685,http://news.harrisinteractive.com/profiles/investor/ResLibraryView.asp?BzID=1963&ResLibraryID=37577&Category=1777,Nonpartisan,None,,1
Rasmussen,2010-04-16,2010-04-18,2010-04-19T06:31:11Z,1500,Likely Voters,Automated Phone,48.0,51.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7626,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2010-04-15,2010-04-17,2010-04-19T06:32:57Z,1500,Adults,Live Phone,47.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7628,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
Rasmussen,2010-04-13,2010-04-15,2010-04-16T07:31:49Z,1500,Likely Voters,Automated Phone,47.0,52.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7618,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2010-04-12,2010-04-14,2010-04-15T11:16:04Z,1500,Adults,Live Phone,49.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7612,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
Public Opinion Strategies (R),2010-04-11,2010-04-13,2010-04-30T07:09:33Z,800,Likely Voters,Live Phone,50.0,48.0,2.0,http://elections.huffingtonpost.com/pollster/polls/public-opinion-strategies-r-7741,http://www.pos.org/wp-content/uploads/2010/04/10228-POS-National-Interview-Schedule-RELEASE.pdf,Pollster,Rep,,1
YouGov/Economist,2010-04-10,2010-04-13,2010-04-15T11:44:31Z,1000,Adults,Internet,46.0,46.0,8.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7614,http://media.economist.com/images/pdf/Toplines20100415.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-10,2010-04-13,2010-04-15T11:44:31Z,358,Adults - Democrat,Internet,82.0,12.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7614,http://media.economist.com/images/pdf/Toplines20100415.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-10,2010-04-13,2010-04-15T11:44:31Z,258,Adults - Republican,Internet,10.0,88.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7614,http://media.economist.com/images/pdf/Toplines20100415.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-10,2010-04-13,2010-04-15T11:44:31Z,284,Adults - independent,Internet,44.0,51.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7614,http://media.economist.com/images/pdf/Toplines20100415.pdf,Nonpartisan,None,,1
Rasmussen,2010-04-10,2010-04-12,2010-04-13T06:50:37Z,1500,Likely Voters,Automated Phone,49.0,50.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7580,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
AP-GfK,2010-04-07,2010-04-12,2010-04-14T12:33:15Z,1001,Adults,Live Phone,49.0,50.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-7599,http://surveys.ap.org/data%5CGfK%5CAP-GfK%20Poll%20April%202010%20Release1%20041410.pdf,Nonpartisan,None,,1
CBS/Times,2010-04-05,2010-04-12,2010-04-15T07:18:42Z,1580,Adults,Live Phone,50.0,40.0,10.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-7606,http://www.pollster.com/blogs/us_national_survey_tea_party_c.php?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+pollster%2Fallcontent+%28Pollster.com+All+Content%29,Nonpartisan,None,,1
PPP (D),2010-04-09,2010-04-11,2010-04-14T10:00:10Z,622,Registered Voters,Automated Phone,46.0,48.0,6.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-7595,http://www.publicpolicypolling.com/pdf/PPP_Release_National_4141.pdf,Pollster,Dem,,1
PPP (D),2010-04-09,2010-04-11,2010-04-14T10:00:10Z,,Registered Voters - Democrat,Automated Phone,84.0,12.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-7595,http://www.publicpolicypolling.com/pdf/PPP_Release_National_4141.pdf,Pollster,Dem,,1
PPP (D),2010-04-09,2010-04-11,2010-04-14T10:00:10Z,,Registered Voters - Republican,Automated Phone,10.0,87.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-7595,http://www.publicpolicypolling.com/pdf/PPP_Release_National_4141.pdf,Pollster,Dem,,1
PPP (D),2010-04-09,2010-04-11,2010-04-14T10:00:10Z,,Registered Voters - independent,Automated Phone,41.0,45.0,14.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-7595,http://www.publicpolicypolling.com/pdf/PPP_Release_National_4141.pdf,Pollster,Dem,,1
CNN,2010-04-09,2010-04-11,2010-04-13T11:10:55Z,1008,Adults,Live Phone,51.0,47.0,2.0,http://elections.huffingtonpost.com/pollster/polls/cnn-7583,http://i2.cdn.turner.com/cnn/2010/images/04/13/rel7c.pdf,Nonpartisan,None,,1
Gallup,2010-04-09,2010-04-11,2010-04-12T11:23:44Z,1500,Adults,Live Phone,45.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7572,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
Pew,2010-04-08,2010-04-11,2010-04-28T08:55:47Z,2505,Adults,Live Phone,48.0,43.0,9.0,http://elections.huffingtonpost.com/pollster/polls/pew-7711,http://people-press.org/reports/pdf/606.pdf,Nonpartisan,None,,1
Rasmussen,2010-04-07,2010-04-09,2010-04-12T06:40:47Z,1500,Likely Voters,Automated Phone,48.0,52.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7551,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2010-04-06,2010-04-08,2010-04-09T11:32:59Z,1500,Adults,Live Phone,49.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7549,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
GWU (Lake/Tarrance),2010-04-05,2010-04-08,2010-04-14T07:41:19Z,1000,Likely Voters,Live Phone,50.0,47.0,4.0,http://elections.huffingtonpost.com/pollster/polls/gwu-lake-tarrance-7592,http://www.tarrance.com/wp-content/uploads/2010/04/Battleground-39-Questionnaire.pdf,Nonpartisan,None,,1
FOX,2010-04-06,2010-04-07,2010-04-08T14:11:07Z,900,Registered Voters,Live Phone,43.0,48.0,9.0,http://elections.huffingtonpost.com/pollster/polls/fox-7544,http://www.foxnews.com/projects/pdf/040810_Obama_HC_2010_web.pdf,Nonpartisan,None,,1
FOX,2010-04-06,2010-04-07,2010-04-08T14:11:07Z,359,Registered Voters - Democrat,Live Phone,80.0,12.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-7544,http://www.foxnews.com/projects/pdf/040810_Obama_HC_2010_web.pdf,Nonpartisan,None,,1
FOX,2010-04-06,2010-04-07,2010-04-08T14:11:07Z,326,Registered Voters - Republican,Live Phone,7.0,87.0,6.0,http://elections.huffingtonpost.com/pollster/polls/fox-7544,http://www.foxnews.com/projects/pdf/040810_Obama_HC_2010_web.pdf,Nonpartisan,None,,1
FOX,2010-04-06,2010-04-07,2010-04-08T14:11:07Z,160,Registered Voters - independent,Live Phone,38.0,49.0,13.0,http://elections.huffingtonpost.com/pollster/polls/fox-7544,http://www.foxnews.com/projects/pdf/040810_Obama_HC_2010_web.pdf,Nonpartisan,None,,1
Rasmussen,2010-04-04,2010-04-06,2010-04-07T07:08:18Z,1500,Likely Voters,Automated Phone,48.0,52.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7533,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
YouGov/Economist,2010-04-03,2010-04-06,2010-04-07T14:06:24Z,1000,Adults,Internet,46.0,47.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7536,http://media.economist.com/images/pdf/Toplines20100407.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-03,2010-04-06,2010-04-07T14:06:24Z,360,Adults - Democrat,Internet,84.0,14.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7536,http://media.economist.com/images/pdf/Toplines20100407.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-03,2010-04-06,2010-04-07T14:06:24Z,261,Adults - Republican,Internet,6.0,92.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7536,http://media.economist.com/images/pdf/Toplines20100407.pdf,Nonpartisan,None,,1
YouGov/Economist,2010-04-03,2010-04-06,2010-04-07T14:06:24Z,280,Adults - independent,Internet,43.0,52.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7536,http://media.economist.com/images/pdf/Toplines20100407.pdf,Nonpartisan,None,,1
Gallup,2010-04-02,2010-04-05,2010-04-06T10:28:54Z,1500,Adults,Live Phone,49.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7528,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
Zogby (Internet),2010-04-01,2010-04-03,2010-04-06T13:19:51Z,3351,Likely Voters,Internet,48.0,52.0,1.0,http://elections.huffingtonpost.com/pollster/polls/zogby-internet-7530,http://www.zogby.com/news/ReadNews.cfm?ID=1843,Nonpartisan,None,,1
Zogby (Internet),2010-04-01,2010-04-03,2010-04-06T13:19:51Z,,Likely Voters - Republican,Internet,9.0,90.0,,http://elections.huffingtonpost.com/pollster/polls/zogby-internet-7530,http://www.zogby.com/news/ReadNews.cfm?ID=1843,Nonpartisan,None,,1
Rasmussen,2010-04-01,2010-04-03,2010-04-05T06:50:32Z,1500,Likely Voters,Automated Phone,46.0,53.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-7503,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Gallup,2010-03-30,2010-04-01,2010-04-02T10:48:45Z,1500,Adults,Live Phone,50.0,43.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-7500,http://www.gallup.com/Home.aspx,Nonpartisan,None,,1
CBS News,2010-03-29,2010-04-01,2010-04-02T07:27:30Z,858,Adults,Live Phone,44.0,41.0,15.0,http://elections.huffingtonpost.com/pollster/polls/cbs-news-7498,http://www.pollster.com/blogs/Mar10c-Obama-issues.pdf,Nonpartisan,None,,1
CBS News,2010-03-29,2010-04-01,2010-04-02T07:27:30Z,271,Likely Voters - Democrat,Live Phone,79.0,9.0,12.0,http://elections.huffingtonpost.com/pollster/polls/cbs-news-7498,http://www.pollster.com/blogs/Mar10c-Obama-issues.pdf,Nonpartisan,None,,1
CBS News,2010-03-29,2010-04-01,2010-04-02T07:27:30Z,240,Likely Voters - Republican,Live Phone,17.0,74.0,9.0,http://elections.huffingtonpost.com/pollster/polls/cbs-news-7498,http://www.pollster.com/blogs/Mar10c-Obama-issues.pdf,Nonpartisan,None,,1
CBS News,2010-03-29,2010-04-01,2010-04-02T07:27:30Z,347,Likely Voters - independent,Live Phone,33.0,46.0,21.0,http://elections.huffingtonpost.com/pollster/polls/cbs-news-7498,http://www.pollster.com/blogs/Mar10c-Obama-issues.pdf,Nonpartisan,None,,1
